iter	Passed	Remaining
1658	422478	86838
1659	422732	86583
1660	422972	86326
1661	423228	86071
1662	423481	85816
1663	423735	85561
1664	423993	85308
1665	424235	85050
1666	424486	84795
1667	424735	84539
1668	424985	84284
1669	425230	84027
1670	425486	83773
1671	425742	83518
1672	426011	83267
1673	426254	83010
1674	426505	82754
1675	426768	82501
1676	427019	82246
1677	427268	81990
1678	427535	81738
1679	427784	81482
1680	428055	81231
1681	428317	80977
1682	428561	80721
1683	428823	80468
1684	429086	80215
1685	429342	79960
1686	429595	79705
1687	429854	79451
1688	430099	79195
1689	430363	78942
1690	430616	78687
1691	430870	78432
1692	431121	78177
1693	431366	77921
1694	431623	77666
1695	431880	77412
1696	432132	77157
1697	432376	76900
1698	432626	76645
1699	432861	76387
1700	433110	76131
1701	433368	75877
1702	433612	75621
1703	433909	75374
1704	434151	75117
1705	434428	74866
1706	434680	74611
1707	434943	74358
1708	435208	74105
1709	435462	73850
1710	435717	73595
1711	435969	73340
1712	436211	73083
1713	436466	72829
1714	436709	72572
1715	436967	72318
1716	437207	72061
1717	437455	71805
1718	437720	71552
1719	437969	71297
1720	438217	71041
1721	438472	70787
1722	438735	70533
1723	438997	70280
1724	439262	70027
1725	439512	69771
1726	439766	69517
1727	440017	69262
1728	440296	69011
1729	440541	68755
1730	440783	68498
1731	441030	68242
1732	441277	67986
1733	441539	67733
1734	441800	67479
1735	442063	67226
1736	442321	66972
1737	442564	66715
1738	442809	66459
1739	443070	66205
1740	443332	65952
1741	443589	65698
1742	443850	65444
1743	444139	65194
1744	444398	64940
1745	444660	64687
1746	444900	64430
1747	445142	64173
1748	445381	63916
1749	445646	63663
1750	445887	63407
1751	446133	63151
1752	446380	62895
1753	446640	62641
1754	446912	62389
1755	447170	62135
1756	447425	61880
1757	447667	61624
1758	447910	61368
1759	448172	61114
1760	448432	60860
1761	448687	60605
1762	448932	60350
1763	449170	60093
1764	449408	59836
1765	449667	59582
1766	449912	59326
1767	450170	59072
1768	450409	58815
1769	450663	58560
1770	450926	58307
1771	451179	58052
1772	451430	57797
1773	451687	57543
1774	451945	57288
1775	452183	57032
1776	452422	56775
1777	452667	56519
1778	452920	56265
1779	453189	56012
1780	453427	55755
1781	453677	55500
1782	453923	55244
1783	454172	54989
1784	454413	54733
1785	454666	54478
1786	454910	54222
1787	455166	53968
1788	455418	53713
1789	455653	53456
1790	455914	53202
1791	456169	52948
1792	456420	52693
1793	456680	52439
1794	456942	52185
1795	457217	51933
1796	457463	51677
1797	457694	51420
1798	457937	51164
1799	458187	50909
1800	458446	50655
1801	458687	50399
1802	458927	50143
1803	459181	49888
1804	459420	49632
1805	459671	49377
1806	459925	49123
1807	460166	48867
1808	460409	48611
1809	460671	48357
1810	460929	48103
1811	461185	47849
1812	461433	47594
1813	461679	47338
1814	461930	47083
1815	462184	46829
1816	462425	46573
1817	462662	46317
1818	462913	46062
1819	463174	45808
1820	463439	45554
1821	463697	45300
1822	463948	45045
1823	464197	44790
1824	464438	44535
1825	464680	44279
1826	464925	44024
1827	465179	43769
1828	465423	43514
1829	465678	43259
1830	465933	43005
1831	466199	42751
1832	466459	42497
1833	466707	42242
1834	466961	41988
1835	467221	41734
1836	467483	41480
1837	467734	41225
1838	467996	40971
1839	468232	40715
1840	468478	40460
1841	468732	40206
1842	468988	39951
1843	469239	39697
1844	469479	39441
1845	469715	39185
1846	469950	38929
1847	470204	38674
1848	470454	38420
1849	470699	38164
1850	470958	37910
1851	471233	37657
1852	471479	37402
1853	471733	37148
1854	471985	36893
1855	472244	36639
1856	472493	36384
1857	472749	36130
1858	472995	35875
1859	473253	35621
1860	473497	35365
1861	473753	35111
1862	474002	34856
1863	474252	34602
1864	474488	34346
1865	474725	34090
1866	474977	33836
1867	475224	33581
1868	475475	33326
1869	475721	33071
1870	475976	32817
1871	476239	32563
1872	476515	32310
1873	476767	32055
1874	477012	31800
1875	477262	31546
1876	477516	31291
1877	477757	31036
1878	478004	30781
1879	478270	30527
1880	478524	30273
1881	478762	30018
1882	479027	29764
1883	479271	29509
1884	479519	29254
1885	479770	28999
1886	480010	28744
1887	480260	28490
1888	480505	28235
1889	480754	27980
1890	480995	27725
1891	481250	27470
1892	481499	27216
1893	481743	26961
1894	481996	26706
1895	482236	26451
1896	482506	26198
1897	482749	25943
1898	482994	25688
1899	483232	25433
1900	483473	25178
1901	483746	24924
1902	483990	24670
1903	484255	24416
1904	484514	24162
1905	484765	23907
1906	485010	23652
1907	485251	23397
1908	485496	23143
1909	485742	22888
1910	486004	22634
1911	486251	22379
1912	486493	22124
1913	486725	21869
1914	486982	21615
1915	487222	21360
1916	487467	21105
1917	487707	20850
1918	487944	20595
1919	488212	20342
1920	488474	20088
1921	488723	19833
1922	488969	19579
1923	489218	19324
1924	489469	19070
1925	489721	18815
1926	489983	18561
1927	490232	18307
1928	490479	18052
1929	490720	17798
1930	490955	17543
1931	491196	17288
1932	491449	17034
1933	491707	16780
1934	491961	16525
1935	492208	16271
1936	492455	16016
1937	492725	15763
1938	492972	15508
1939	493214	15254
1940	493470	14999
1941	493722	14745
1942	494028	14492
1943	494282	14238
1944	494526	13984
1945	494763	13729
1946	495016	13475
1947	495265	13220
1948	495523	12966
1949	495770	12712
1950	496003	12457
1951	496244	12202
1952	496481	11948
1953	496729	11693
1954	496964	11439
1955	497211	11184
1956	497462	10930
1957	497725	10676
1958	497987	10422
1959	498241	10168
1960	498508	9914
1961	498752	9659
1962	498991	9405
1963	499244	9151
1964	499502	8896
1965	499750	8642
1966	499995	8388
1967	500242	8134
1968	500483	7879
1969	500735	7625
1970	500990	7371
1971	501241	7117
1972	501481	6862
1973	501735	6608
1974	502007	6354
1975	502257	6100
1976	502515	5846
1977	502749	5591
1978	502995	5337
1979	503241	5083
1980	503491	4829
1981	503723	4574
1982	503974	4320
1983	504231	4066
1984	504488	3812
1985	504736	3558
1986	504981	3303
1987	505242	3049
1988	505489	2795
1989	505743	2541
1990	505980	2287
1991	506226	2033
1992	506480	1778
1993	506721	1524
1994	506978	1270
1995	507240	1016
1996	507482	762
1997	507740	508
1998	507978	254
1999	508225	0
